document1,document2,cosine,year1,year2,company1,company2
ALLY - 2017,BAC - 2015,0.92856361693882,2017,2015,ALLY,BAC
ALLY - 2018,BAC - 2015,0.88129643200745,2018,2015,ALLY,BAC
ALLY - 2019,BAC - 2015,0.86963335941739,2019,2015,ALLY,BAC
ALLY - 2020,BAC - 2015,0.8535566503397,2020,2015,ALLY,BAC
ALLY - 2021,BAC - 2015,0.88871460945359,2021,2015,ALLY,BAC
AXP - 2015,BAC - 2015,0.93781241402473,2015,2015,AXP,BAC
AXP - 2016,BAC - 2015,0.76498468771484,2016,2015,AXP,BAC
AXP - 2017,BAC - 2015,0.90544331850592,2017,2015,AXP,BAC
AXP - 2018,BAC - 2015,0.85329354002375,2018,2015,AXP,BAC
AXP - 2019,BAC - 2015,0.8386672190545,2019,2015,AXP,BAC
AXP - 2020,BAC - 2015,0.85968281799605,2020,2015,AXP,BAC
AXP - 2021,BAC - 2015,0.86954017104037,2021,2015,AXP,BAC
ADS - 2016,BAC - 2016,0.59238217993536,2016,2016,ADS,BAC
ADS - 2017,BAC - 2016,0.92844270162513,2017,2016,ADS,BAC
ADS - 2018,BAC - 2016,0.90998258952561,2018,2016,ADS,BAC
ADS - 2019,BAC - 2016,0.88279706523783,2019,2016,ADS,BAC
ADS - 2020,BAC - 2016,0.85162916291307,2020,2016,ADS,BAC
ADS - 2021,BAC - 2016,0.85494942050529,2021,2016,ADS,BAC
AES - 2015,BAC - 2016,0.85648325719748,2015,2016,AES,BAC
AES - 2016,BAC - 2016,0.84336883244565,2016,2016,AES,BAC
AES - 2017,BAC - 2016,0.85410363153271,2017,2016,AES,BAC
AES - 2018,BAC - 2016,0.84126421485446,2018,2016,AES,BAC
AES - 2019,BAC - 2016,0.8061075335311,2019,2016,AES,BAC
AES - 2020,BAC - 2016,0.77964370715642,2020,2016,AES,BAC
AES - 2021,BAC - 2016,0.8203260201969,2021,2016,AES,BAC
ALLY - 2015,BAC - 2016,0.70740452400588,2015,2016,ALLY,BAC
ALLY - 2016,BAC - 2016,0.78737071324134,2016,2016,ALLY,BAC
ALLY - 2017,BAC - 2016,0.92570671501398,2017,2016,ALLY,BAC
ALLY - 2018,BAC - 2016,0.86237486861466,2018,2016,ALLY,BAC
ALLY - 2019,BAC - 2016,0.84865414520314,2019,2016,ALLY,BAC
ALLY - 2020,BAC - 2016,0.83133802606785,2020,2016,ALLY,BAC
ALLY - 2021,BAC - 2016,0.87170557991771,2021,2016,ALLY,BAC
AXP - 2015,BAC - 2016,0.93119191182052,2015,2016,AXP,BAC
AXP - 2016,BAC - 2016,0.73113067610394,2016,2016,AXP,BAC
AXP - 2017,BAC - 2016,0.89363570671824,2017,2016,AXP,BAC
AXP - 2018,BAC - 2016,0.82875768879699,2018,2016,AXP,BAC
AXP - 2019,BAC - 2016,0.81119762338165,2019,2016,AXP,BAC
AXP - 2020,BAC - 2016,0.83246552715706,2020,2016,AXP,BAC
AXP - 2021,BAC - 2016,0.84476443267646,2021,2016,AXP,BAC
BAC - 2015,BAC - 2016,0.98550202922192,2015,2016,BAC,BAC
ADS - 2016,BAC - 2017,0.63026355591443,2016,2017,ADS,BAC
ADS - 2017,BAC - 2017,0.95577135209865,2017,2017,ADS,BAC
ADS - 2018,BAC - 2017,0.93805359929241,2018,2017,ADS,BAC
ADS - 2019,BAC - 2017,0.93721525658345,2019,2017,ADS,BAC
ADS - 2020,BAC - 2017,0.91784982468032,2020,2017,ADS,BAC
ADS - 2021,BAC - 2017,0.91236887245786,2021,2017,ADS,BAC
AES - 2015,BAC - 2017,0.82697727954513,2015,2017,AES,BAC
AES - 2016,BAC - 2017,0.82462442217015,2016,2017,AES,BAC
AES - 2017,BAC - 2017,0.85206384523858,2017,2017,AES,BAC
AES - 2018,BAC - 2017,0.84532928221513,2018,2017,AES,BAC
AES - 2019,BAC - 2017,0.82110180256082,2019,2017,AES,BAC
AES - 2020,BAC - 2017,0.79835776317523,2020,2017,AES,BAC
AES - 2021,BAC - 2017,0.8231199611331,2021,2017,AES,BAC
ALLY - 2015,BAC - 2017,0.71017690387946,2015,2017,ALLY,BAC
ALLY - 2016,BAC - 2017,0.77762585723551,2016,2017,ALLY,BAC
ALLY - 2017,BAC - 2017,0.92407135997617,2017,2017,ALLY,BAC
ALLY - 2018,BAC - 2017,0.8975510296118,2018,2017,ALLY,BAC
ALLY - 2019,BAC - 2017,0.89122088055631,2019,2017,ALLY,BAC
ALLY - 2020,BAC - 2017,0.87651652375457,2020,2017,ALLY,BAC
ALLY - 2021,BAC - 2017,0.89473269499588,2021,2017,ALLY,BAC
AXP - 2015,BAC - 2017,0.90372346104612,2015,2017,AXP,BAC
AXP - 2016,BAC - 2017,0.7459577836198,2016,2017,AXP,BAC
AXP - 2017,BAC - 2017,0.92391477942563,2017,2017,AXP,BAC
AXP - 2018,BAC - 2017,0.88590798073574,2018,2017,AXP,BAC
AXP - 2019,BAC - 2017,0.87709004605851,2019,2017,AXP,BAC
AXP - 2020,BAC - 2017,0.89277572710724,2020,2017,AXP,BAC
AXP - 2021,BAC - 2017,0.8965346327252,2021,2017,AXP,BAC
BAC - 2015,BAC - 2017,0.95771927677506,2015,2017,BAC,BAC
BAC - 2016,BAC - 2017,0.94636932549939,2016,2017,BAC,BAC
ADS - 2016,BAC - 2018,0.64077344362766,2016,2018,ADS,BAC
ADS - 2017,BAC - 2018,0.91620949957455,2017,2018,ADS,BAC
ADS - 2018,BAC - 2018,0.92754385737536,2018,2018,ADS,BAC
ADS - 2019,BAC - 2018,0.94152779863869,2019,2018,ADS,BAC
ADS - 2020,BAC - 2018,0.933160063399,2020,2018,ADS,BAC
ADS - 2021,BAC - 2018,0.92188707769445,2021,2018,ADS,BAC
AES - 2015,BAC - 2018,0.7788520133645,2015,2018,AES,BAC
AES - 2016,BAC - 2018,0.78066957913369,2016,2018,AES,BAC
AES - 2017,BAC - 2018,0.835040431937,2017,2018,AES,BAC
AES - 2018,BAC - 2018,0.85509376038347,2018,2018,AES,BAC
AES - 2019,BAC - 2018,0.84023036410538,2019,2018,AES,BAC
AES - 2020,BAC - 2018,0.82659916027859,2020,2018,AES,BAC
AES - 2021,BAC - 2018,0.83752696484585,2021,2018,AES,BAC
ALLY - 2015,BAC - 2018,0.67205580031349,2015,2018,ALLY,BAC
ALLY - 2016,BAC - 2018,0.73109443340139,2016,2018,ALLY,BAC
ALLY - 2017,BAC - 2018,0.88815890357498,2017,2018,ALLY,BAC
ALLY - 2018,BAC - 2018,0.91249000491307,2018,2018,ALLY,BAC
ALLY - 2019,BAC - 2018,0.90509623093094,2019,2018,ALLY,BAC
ALLY - 2020,BAC - 2018,0.89184379846217,2020,2018,ALLY,BAC
ALLY - 2021,BAC - 2018,0.8906189671217,2021,2018,ALLY,BAC
AXP - 2015,BAC - 2018,0.83046589915945,2015,2018,AXP,BAC
AXP - 2016,BAC - 2018,0.70803303710619,2016,2018,AXP,BAC
AXP - 2017,BAC - 2018,0.88916044807464,2017,2018,AXP,BAC
AXP - 2018,BAC - 2018,0.90405349214146,2018,2018,AXP,BAC
AXP - 2019,BAC - 2018,0.89051345023759,2019,2018,AXP,BAC
AXP - 2020,BAC - 2018,0.90196244865351,2020,2018,AXP,BAC
AXP - 2021,BAC - 2018,0.89815346191587,2021,2018,AXP,BAC
BAC - 2015,BAC - 2018,0.89802771321002,2015,2018,BAC,BAC
BAC - 2016,BAC - 2018,0.86787600464551,2016,2018,BAC,BAC
BAC - 2017,BAC - 2018,0.96788337015273,2017,2018,BAC,BAC
ADS - 2016,BAC - 2019,0.63825314478879,2016,2019,ADS,BAC
ADS - 2017,BAC - 2019,0.91663693720107,2017,2019,ADS,BAC
ADS - 2018,BAC - 2019,0.92481903009647,2018,2019,ADS,BAC
ADS - 2019,BAC - 2019,0.94122344237185,2019,2019,ADS,BAC
ADS - 2020,BAC - 2019,0.9313672584129,2020,2019,ADS,BAC
ADS - 2021,BAC - 2019,0.91966238566381,2021,2019,ADS,BAC
AES - 2015,BAC - 2019,0.78025845764359,2015,2019,AES,BAC
AES - 2016,BAC - 2019,0.78143118607906,2016,2019,AES,BAC
AES - 2017,BAC - 2019,0.83374895388735,2017,2019,AES,BAC
AES - 2018,BAC - 2019,0.85162207086695,2018,2019,AES,BAC
AES - 2019,BAC - 2019,0.83739561428225,2019,2019,AES,BAC
AES - 2020,BAC - 2019,0.82326094464397,2020,2019,AES,BAC
AES - 2021,BAC - 2019,0.83411199583558,2021,2019,AES,BAC
ALLY - 2015,BAC - 2019,0.67242117409001,2015,2019,ALLY,BAC
ALLY - 2016,BAC - 2019,0.73125357340283,2016,2019,ALLY,BAC
ALLY - 2017,BAC - 2019,0.88660875846195,2017,2019,ALLY,BAC
ALLY - 2018,BAC - 2019,0.90788814325966,2018,2019,ALLY,BAC
ALLY - 2019,BAC - 2019,0.90321570148398,2019,2019,ALLY,BAC
ALLY - 2020,BAC - 2019,0.88859763981162,2020,2019,ALLY,BAC
ALLY - 2021,BAC - 2019,0.88775697865116,2021,2019,ALLY,BAC
AXP - 2015,BAC - 2019,0.83210804770997,2015,2019,AXP,BAC
AXP - 2016,BAC - 2019,0.70769763413856,2016,2019,AXP,BAC
AXP - 2017,BAC - 2019,0.89019927963475,2017,2019,AXP,BAC
AXP - 2018,BAC - 2019,0.90084603519236,2018,2019,AXP,BAC
AXP - 2019,BAC - 2019,0.89063901923185,2019,2019,AXP,BAC
AXP - 2020,BAC - 2019,0.90057423441801,2020,2019,AXP,BAC
AXP - 2021,BAC - 2019,0.89686426627052,2021,2019,AXP,BAC
BAC - 2015,BAC - 2019,0.89944774919306,2015,2019,BAC,BAC
BAC - 2016,BAC - 2019,0.87061068098095,2016,2019,BAC,BAC
BAC - 2017,BAC - 2019,0.96995114397333,2017,2019,BAC,BAC
BAC - 2018,BAC - 2019,0.99779601871143,2018,2019,BAC,BAC
ADS - 2016,BAC - 2020,0.63846075398784,2016,2020,ADS,BAC
ADS - 2017,BAC - 2020,0.91342877410976,2017,2020,ADS,BAC
ADS - 2018,BAC - 2020,0.91980412684973,2018,2020,ADS,BAC
ADS - 2019,BAC - 2020,0.9368305372808,2019,2020,ADS,BAC
ADS - 2020,BAC - 2020,0.93311288901145,2020,2020,ADS,BAC
ADS - 2021,BAC - 2020,0.92175431564647,2021,2020,ADS,BAC
AES - 2015,BAC - 2020,0.7757455738636,2015,2020,AES,BAC
AES - 2016,BAC - 2020,0.77721520362849,2016,2020,AES,BAC
AES - 2017,BAC - 2020,0.82616508595203,2017,2020,AES,BAC
AES - 2018,BAC - 2020,0.84156688107779,2018,2020,AES,BAC
AES - 2019,BAC - 2020,0.82802786593106,2019,2020,AES,BAC
AES - 2020,BAC - 2020,0.81617856315749,2020,2020,AES,BAC
AES - 2021,BAC - 2020,0.82783754201273,2021,2020,AES,BAC
ALLY - 2015,BAC - 2020,0.67768421750066,2015,2020,ALLY,BAC
ALLY - 2016,BAC - 2020,0.73180371333507,2016,2020,ALLY,BAC
ALLY - 2017,BAC - 2020,0.87996754418705,2017,2020,ALLY,BAC
ALLY - 2018,BAC - 2020,0.90135704766596,2018,2020,ALLY,BAC
ALLY - 2019,BAC - 2020,0.89729488404304,2019,2020,ALLY,BAC
ALLY - 2020,BAC - 2020,0.88741910616512,2020,2020,ALLY,BAC
ALLY - 2021,BAC - 2020,0.88696557762027,2021,2020,ALLY,BAC
AXP - 2015,BAC - 2020,0.82821170499294,2015,2020,AXP,BAC
AXP - 2016,BAC - 2020,0.71042377418396,2016,2020,AXP,BAC
AXP - 2017,BAC - 2020,0.88458827472919,2017,2020,AXP,BAC
AXP - 2018,BAC - 2020,0.89420688755169,2018,2020,AXP,BAC
AXP - 2019,BAC - 2020,0.88545728077931,2019,2020,AXP,BAC
AXP - 2020,BAC - 2020,0.8995027507049,2020,2020,AXP,BAC
AXP - 2021,BAC - 2020,0.89537047997688,2021,2020,AXP,BAC
BAC - 2015,BAC - 2020,0.89630848196815,2015,2020,BAC,BAC
BAC - 2016,BAC - 2020,0.86610811993308,2016,2020,BAC,BAC
BAC - 2017,BAC - 2020,0.96840883203344,2017,2020,BAC,BAC
BAC - 2018,BAC - 2020,0.99619635255066,2018,2020,BAC,BAC
BAC - 2019,BAC - 2020,0.99641860837728,2019,2020,BAC,BAC
ADS - 2016,BAC - 2021,0.63427338344909,2016,2021,ADS,BAC
ADS - 2017,BAC - 2021,0.92750976854249,2017,2021,ADS,BAC
ADS - 2018,BAC - 2021,0.92996362749691,2018,2021,ADS,BAC
ADS - 2019,BAC - 2021,0.94079576330108,2019,2021,ADS,BAC
ADS - 2020,BAC - 2021,0.93305608057265,2020,2021,ADS,BAC
ADS - 2021,BAC - 2021,0.9323505362948,2021,2021,ADS,BAC
AES - 2015,BAC - 2021,0.78809494752247,2015,2021,AES,BAC
AES - 2016,BAC - 2021,0.78717045084297,2016,2021,AES,BAC
AES - 2017,BAC - 2021,0.83129352104613,2017,2021,AES,BAC
AES - 2018,BAC - 2021,0.84280950041115,2018,2021,AES,BAC
AES - 2019,BAC - 2021,0.82554939379127,2019,2021,AES,BAC
AES - 2020,BAC - 2021,0.81135791401751,2020,2021,AES,BAC
AES - 2021,BAC - 2021,0.83373550131096,2021,2021,AES,BAC
ALLY - 2015,BAC - 2021,0.68759241198539,2015,2021,ALLY,BAC
ALLY - 2016,BAC - 2021,0.74620898642309,2016,2021,ALLY,BAC
ALLY - 2017,BAC - 2021,0.89547047975679,2017,2021,ALLY,BAC
ALLY - 2018,BAC - 2021,0.90469141927095,2018,2021,ALLY,BAC
ALLY - 2019,BAC - 2021,0.89955355748651,2019,2021,ALLY,BAC
ALLY - 2020,BAC - 2021,0.8876506590109,2020,2021,ALLY,BAC
ALLY - 2021,BAC - 2021,0.9016746001899,2021,2021,ALLY,BAC
AXP - 2015,BAC - 2021,0.85314655727059,2015,2021,AXP,BAC
AXP - 2016,BAC - 2021,0.72246424406695,2016,2021,AXP,BAC
AXP - 2017,BAC - 2021,0.89883554850776,2017,2021,AXP,BAC
AXP - 2018,BAC - 2021,0.89692976415125,2018,2021,AXP,BAC
AXP - 2019,BAC - 2021,0.88843594252158,2019,2021,AXP,BAC
AXP - 2020,BAC - 2021,0.90242842692244,2020,2021,AXP,BAC
AXP - 2021,BAC - 2021,0.90712235336134,2021,2021,AXP,BAC
BAC - 2015,BAC - 2021,0.91869016601008,2015,2021,BAC,BAC
BAC - 2016,BAC - 2021,0.89340925229296,2016,2021,BAC,BAC
BAC - 2017,BAC - 2021,0.97903484633049,2017,2021,BAC,BAC
BAC - 2018,BAC - 2021,0.99187876022826,2018,2021,BAC,BAC
BAC - 2019,BAC - 2021,0.99235420133273,2019,2021,BAC,BAC
BAC - 2020,BAC - 2021,0.99426936172,2020,2021,BAC,BAC
ADS - 2016,C - 2015,0.72108386839769,2016,2015,ADS,C
ADS - 2017,C - 2015,0.94237258044692,2017,2015,ADS,C
ADS - 2018,C - 2015,0.92507017824076,2018,2015,ADS,C
ADS - 2019,C - 2015,0.90527280446801,2019,2015,ADS,C
ADS - 2020,C - 2015,0.88024628518543,2020,2015,ADS,C
ADS - 2021,C - 2015,0.87385412960973,2021,2015,ADS,C
AES - 2015,C - 2015,0.89750800043355,2015,2015,AES,C
AES - 2016,C - 2015,0.89089574618832,2016,2015,AES,C
AES - 2017,C - 2015,0.89019819486258,2017,2015,AES,C
AES - 2018,C - 2015,0.86600220597846,2018,2015,AES,C
AES - 2019,C - 2015,0.84752633138469,2019,2015,AES,C
AES - 2020,C - 2015,0.82011137197328,2020,2015,AES,C
AES - 2021,C - 2015,0.84350009395532,2021,2015,AES,C
ALLY - 2015,C - 2015,0.82633302139823,2015,2015,ALLY,C
ALLY - 2016,C - 2015,0.88806157834478,2016,2015,ALLY,C
ALLY - 2017,C - 2015,0.92119970855046,2017,2015,ALLY,C
ALLY - 2018,C - 2015,0.88136938186047,2018,2015,ALLY,C
ALLY - 2019,C - 2015,0.8728669690376,2019,2015,ALLY,C
ALLY - 2020,C - 2015,0.86407971599127,2020,2015,ALLY,C
ALLY - 2021,C - 2015,0.88479987391648,2021,2015,ALLY,C
AXP - 2015,C - 2015,0.94822895417496,2015,2015,AXP,C
AXP - 2016,C - 2015,0.83638596005685,2016,2015,AXP,C
AXP - 2017,C - 2015,0.89635698274928,2017,2015,AXP,C
AXP - 2018,C - 2015,0.8467918392116,2018,2015,AXP,C
AXP - 2019,C - 2015,0.84005577321036,2019,2015,AXP,C
AXP - 2020,C - 2015,0.86256133961586,2020,2015,AXP,C
AXP - 2021,C - 2015,0.86582860399908,2021,2015,AXP,C
BAC - 2015,C - 2015,0.93764643147556,2015,2015,BAC,C
BAC - 2016,C - 2015,0.92404163748249,2016,2015,BAC,C
BAC - 2017,C - 2015,0.9033381628439,2017,2015,BAC,C
BAC - 2018,C - 2015,0.8438884649322,2018,2015,BAC,C
BAC - 2019,C - 2015,0.84452099579709,2019,2015,BAC,C
BAC - 2020,C - 2015,0.84353709708248,2020,2015,BAC,C
BAC - 2021,C - 2015,0.86296299618979,2021,2015,BAC,C
ADS - 2016,C - 2016,0.6890574333365,2016,2016,ADS,C
ADS - 2017,C - 2016,0.95528318134321,2017,2016,ADS,C
ADS - 2018,C - 2016,0.94110902052314,2018,2016,ADS,C
ADS - 2019,C - 2016,0.92261521933668,2019,2016,ADS,C
ADS - 2020,C - 2016,0.90247040165295,2020,2016,ADS,C
ADS - 2021,C - 2016,0.90816697703938,2021,2016,ADS,C
AES - 2015,C - 2016,0.87836228120459,2015,2016,AES,C
AES - 2016,C - 2016,0.86986051214691,2016,2016,AES,C
AES - 2017,C - 2016,0.87635363542673,2017,2016,AES,C
AES - 2018,C - 2016,0.85728309562314,2018,2016,AES,C
AES - 2019,C - 2016,0.83462791775246,2019,2016,AES,C
AES - 2020,C - 2016,0.81134400792547,2020,2016,AES,C
AES - 2021,C - 2016,0.84774153142546,2021,2016,AES,C
ALLY - 2015,C - 2016,0.78211812799296,2015,2016,ALLY,C
ALLY - 2016,C - 2016,0.84878619783934,2016,2016,ALLY,C
ALLY - 2017,C - 2016,0.92749173363925,2017,2016,ALLY,C
ALLY - 2018,C - 2016,0.88704702711235,2018,2016,ALLY,C
ALLY - 2019,C - 2016,0.87932440047161,2019,2016,ALLY,C
ALLY - 2020,C - 2016,0.87005335619519,2020,2016,ALLY,C
ALLY - 2021,C - 2016,0.90653367909883,2021,2016,ALLY,C
AXP - 2015,C - 2016,0.95282204180036,2015,2016,AXP,C
AXP - 2016,C - 2016,0.82260255392541,2016,2016,AXP,C
AXP - 2017,C - 2016,0.91405277794572,2017,2016,AXP,C
AXP - 2018,C - 2016,0.86322587453329,2018,2016,AXP,C
AXP - 2019,C - 2016,0.85771793643309,2019,2016,AXP,C
AXP - 2020,C - 2016,0.88087714727695,2020,2016,AXP,C
AXP - 2021,C - 2016,0.89194322387036,2021,2016,AXP,C
BAC - 2015,C - 2016,0.95547951589852,2015,2016,BAC,C
BAC - 2016,C - 2016,0.94179905208868,2016,2016,BAC,C
BAC - 2017,C - 2016,0.92245045769961,2017,2016,BAC,C
BAC - 2018,C - 2016,0.86332272339577,2018,2016,BAC,C
BAC - 2019,C - 2016,0.86439390051396,2019,2016,BAC,C
BAC - 2020,C - 2016,0.86266234584049994,2020,2016,BAC,C
BAC - 2021,C - 2016,0.88621462785898,2021,2016,BAC,C
C - 2015,C - 2016,0.98146748957796,2015,2016,C,C
ADS - 2016,C - 2017,0.66269453240481,2016,2017,ADS,C
ADS - 2017,C - 2017,0.98098020400505,2017,2017,ADS,C
ADS - 2018,C - 2017,0.97391003592215,2018,2017,ADS,C
ADS - 2019,C - 2017,0.9658807640215,2019,2017,ADS,C
ADS - 2020,C - 2017,0.94627928477426,2020,2017,ADS,C
ADS - 2021,C - 2017,0.93867160758253,2021,2017,ADS,C
AES - 2015,C - 2017,0.851176666823,2015,2017,AES,C
AES - 2016,C - 2017,0.85100414406853,2016,2017,AES,C
AES - 2017,C - 2017,0.88009540881134,2017,2017,AES,C
AES - 2018,C - 2017,0.87324316846282,2018,2017,AES,C
AES - 2019,C - 2017,0.85203031393689,2019,2017,AES,C
AES - 2020,C - 2017,0.83101193417861,2020,2017,AES,C
AES - 2021,C - 2017,0.85482837139213,2021,2017,AES,C
ALLY - 2015,C - 2017,0.72215380054978,2015,2017,ALLY,C
ALLY - 2016,C - 2017,0.80056693060309,2016,2017,ALLY,C
ALLY - 2017,C - 2017,0.93880138464559,2017,2017,ALLY,C
ALLY - 2018,C - 2017,0.91410702996186,2018,2017,ALLY,C
ALLY - 2019,C - 2017,0.90444158493432,2019,2017,ALLY,C
ALLY - 2020,C - 2017,0.89337550853259,2020,2017,ALLY,C
ALLY - 2021,C - 2017,0.9139686568409,2021,2017,ALLY,C
AXP - 2015,C - 2017,0.9268623041674,2015,2017,AXP,C
AXP - 2016,C - 2017,0.78291619649772,2016,2017,AXP,C
AXP - 2017,C - 2017,0.95659861080126,2017,2017,AXP,C
AXP - 2018,C - 2017,0.92449170445912,2018,2017,AXP,C
AXP - 2019,C - 2017,0.91858807871209,2019,2017,AXP,C
AXP - 2020,C - 2017,0.93089380123146,2020,2017,AXP,C
AXP - 2021,C - 2017,0.93483048468301,2021,2017,AXP,C
BAC - 2015,C - 2017,0.93003285003471,2015,2017,BAC,C
BAC - 2016,C - 2017,0.91587522071828,2016,2017,BAC,C
BAC - 2017,C - 2017,0.95052071397601,2017,2017,BAC,C
BAC - 2018,C - 2017,0.91727476598526,2018,2017,BAC,C
BAC - 2019,C - 2017,0.91777692698685,2019,2017,BAC,C
BAC - 2020,C - 2017,0.914601333282,2020,2017,BAC,C
BAC - 2021,C - 2017,0.92804706042735,2021,2017,BAC,C
C - 2015,C - 2017,0.94363158469839,2015,2017,C,C
C - 2016,C - 2017,0.96235103969199,2016,2017,C,C
ADS - 2016,C - 2018,0.66659458335783,2016,2018,ADS,C
ADS - 2017,C - 2018,0.94182122935818,2017,2018,ADS,C
ADS - 2018,C - 2018,0.96730667401102,2018,2018,ADS,C
ADS - 2019,C - 2018,0.97008050426768,2019,2018,ADS,C
ADS - 2020,C - 2018,0.95858007206718,2020,2018,ADS,C
ADS - 2021,C - 2018,0.94636222232015,2021,2018,ADS,C
AES - 2015,C - 2018,0.80351300861931,2015,2018,AES,C
AES - 2016,C - 2018,0.80662880767618,2016,2018,AES,C
AES - 2017,C - 2018,0.8667049159997,2017,2018,AES,C
AES - 2018,C - 2018,0.89020816720542,2018,2018,AES,C
AES - 2019,C - 2018,0.87564149171509,2019,2018,AES,C
AES - 2020,C - 2018,0.86315724380777,2020,2018,AES,C
AES - 2021,C - 2018,0.87367237221296,2021,2018,AES,C
ALLY - 2015,C - 2018,0.67891377272886,2015,2018,ALLY,C
ALLY - 2016,C - 2018,0.75242480219836,2016,2018,ALLY,C
ALLY - 2017,C - 2018,0.91054927302036,2017,2018,ALLY,C
ALLY - 2018,C - 2018,0.93536630174374,2018,2018,ALLY,C
ALLY - 2019,C - 2018,0.92269268573876,2019,2018,ALLY,C
ALLY - 2020,C - 2018,0.91213814295845,2020,2018,ALLY,C
ALLY - 2021,C - 2018,0.91374149358517,2021,2018,ALLY,C
AXP - 2015,C - 2018,0.85799828417519,2015,2018,AXP,C
AXP - 2016,C - 2018,0.73876919038735,2016,2018,AXP,C
AXP - 2017,C - 2018,0.92616893078647,2017,2018,AXP,C
AXP - 2018,C - 2018,0.94665465165799,2018,2018,AXP,C
AXP - 2019,C - 2018,0.93195569846944,2019,2018,AXP,C
AXP - 2020,C - 2018,0.94050384582446,2020,2018,AXP,C
AXP - 2021,C - 2018,0.93661679224734,2021,2018,AXP,C
BAC - 2015,C - 2018,0.87163444796657,2015,2018,BAC,C
BAC - 2016,C - 2018,0.84107015106476,2016,2018,BAC,C
BAC - 2017,C - 2018,0.91709134525239,2017,2018,BAC,C
BAC - 2018,C - 2018,0.94463145205883,2018,2018,BAC,C
BAC - 2019,C - 2018,0.94093458738623,2019,2018,BAC,C
BAC - 2020,C - 2018,0.93593087918571,2020,2018,BAC,C
BAC - 2021,C - 2018,0.93550156120334,2021,2018,BAC,C
C - 2015,C - 2018,0.88331124970191,2015,2018,C,C
C - 2016,C - 2018,0.90376825731857,2016,2018,C,C
C - 2017,C - 2018,0.96781715343126,2017,2018,C,C
ADS - 2016,C - 2019,0.66481644431781,2016,2019,ADS,C
ADS - 2017,C - 2019,0.93835062842685,2017,2019,ADS,C
ADS - 2018,C - 2019,0.96324625551951,2018,2019,ADS,C
ADS - 2019,C - 2019,0.9689037765678,2019,2019,ADS,C
ADS - 2020,C - 2019,0.95749661435136,2020,2019,ADS,C
ADS - 2021,C - 2019,0.94451934441294,2021,2019,ADS,C
AES - 2015,C - 2019,0.79816349958493,2015,2019,AES,C
AES - 2016,C - 2019,0.8017745277477,2016,2019,AES,C
AES - 2017,C - 2019,0.86180845509961,2017,2019,AES,C
AES - 2018,C - 2019,0.88457092894226,2018,2019,AES,C
AES - 2019,C - 2019,0.8719562688709,2019,2019,AES,C
AES - 2020,C - 2019,0.85972262267145,2020,2019,AES,C
AES - 2021,C - 2019,0.86960991037649,2021,2019,AES,C
ALLY - 2015,C - 2019,0.67454545823288,2015,2019,ALLY,C
ALLY - 2016,C - 2019,0.74684573569236,2016,2019,ALLY,C
ALLY - 2017,C - 2019,0.90455233654151,2017,2019,ALLY,C
ALLY - 2018,C - 2019,0.92964308892449,2018,2019,ALLY,C
ALLY - 2019,C - 2019,0.91944032622586,2019,2019,ALLY,C
ALLY - 2020,C - 2019,0.90815236424375,2020,2019,ALLY,C
ALLY - 2021,C - 2019,0.90938689921754,2021,2019,ALLY,C
AXP - 2015,C - 2019,0.85205502472184,2015,2019,AXP,C
AXP - 2016,C - 2019,0.73469717221086,2016,2019,AXP,C
AXP - 2017,C - 2019,0.92378720124279,2017,2019,AXP,C
AXP - 2018,C - 2019,0.94435047394789,2018,2019,AXP,C
AXP - 2019,C - 2019,0.93310228853839,2019,2019,AXP,C
AXP - 2020,C - 2019,0.94001635000212,2020,2019,AXP,C
AXP - 2021,C - 2019,0.93570574315918,2021,2019,AXP,C
BAC - 2015,C - 2019,0.86523197341521,2015,2019,BAC,C
BAC - 2016,C - 2019,0.83405115748146,2016,2019,BAC,C
BAC - 2017,C - 2019,0.91258591075083,2017,2019,BAC,C
BAC - 2018,C - 2019,0.94111034034761,2018,2019,BAC,C
BAC - 2019,C - 2019,0.9400593240839,2019,2019,BAC,C
BAC - 2020,C - 2019,0.93424721590578,2020,2019,BAC,C
BAC - 2021,C - 2019,0.93319813656914,2021,2019,BAC,C
C - 2015,C - 2019,0.87864721942801,2015,2019,C,C
C - 2016,C - 2019,0.89975973588967,2016,2019,C,C
C - 2017,C - 2019,0.96623540956155,2017,2019,C,C
C - 2018,C - 2019,0.99780194983933,2018,2019,C,C
ADS - 2016,C - 2020,0.6604223922907,2016,2020,ADS,C
ADS - 2017,C - 2020,0.92921455541459,2017,2020,ADS,C
ADS - 2018,C - 2020,0.95248482858979,2018,2020,ADS,C
ADS - 2019,C - 2020,0.9609794110952,2019,2020,ADS,C
ADS - 2020,C - 2020,0.95692589093579,2020,2020,ADS,C
ADS - 2021,C - 2020,0.94404948832281,2021,2020,ADS,C
AES - 2015,C - 2020,0.79037525269173,2015,2020,AES,C
AES - 2016,C - 2020,0.79512661106213,2016,2020,AES,C
AES - 2017,C - 2020,0.85193009081826,2017,2020,AES,C
AES - 2018,C - 2020,0.8722212875777,2018,2020,AES,C
AES - 2019,C - 2020,0.86124652195611,2019,2020,AES,C
AES - 2020,C - 2020,0.85270075741298,2020,2020,AES,C
AES - 2021,C - 2020,0.86298253491849,2021,2020,AES,C
ALLY - 2015,C - 2020,0.66702081705327,2015,2020,ALLY,C
