document1,document2,cosine,year1,year2,company1,company2
"NAVI - 2018",PNC - 2019,0.79873991414717,2018,2019,"NAVI",PNC
"NAVI - 2019",PNC - 2019,0.78115020662352,2019,2019,"NAVI",PNC
"NAVI - 2020",PNC - 2019,0.78377969385321,2020,2019,"NAVI",PNC
"NAVI - 2021",PNC - 2019,0.79242861698778,2021,2019,"NAVI",PNC
NSM - 2015,PNC - 2019,0.74805033335066,2015,2019,NSM,PNC
NSM - 2016,PNC - 2019,0.70525728794398,2016,2019,NSM,PNC
NSM - 2017,PNC - 2019,0.76963366107402,2017,2019,NSM,PNC
NSM - 2018,PNC - 2019,0.80035976353708,2018,2019,NSM,PNC
NSM - 2019,PNC - 2019,0.81950191780514,2019,2019,NSM,PNC
NSM - 2020,PNC - 2019,0.81495583802704,2020,2019,NSM,PNC
NSM - 2021,PNC - 2019,0.8132374344428,2021,2019,NSM,PNC
OCN - 2015,PNC - 2019,0.76524100632301,2015,2019,OCN,PNC
OCN - 2016,PNC - 2019,0.72750927735129,2016,2019,OCN,PNC
OCN - 2017,PNC - 2019,0.794580950085,2017,2019,OCN,PNC
OCN - 2018,PNC - 2019,0.81853097243291,2018,2019,OCN,PNC
OCN - 2019,PNC - 2019,0.81224895879199,2019,2019,OCN,PNC
OCN - 2020,PNC - 2019,0.81224915088023,2020,2019,OCN,PNC
OCN - 2021,PNC - 2019,0.78359139208933,2021,2019,OCN,PNC
PNC - 2015,PNC - 2019,0.82747733055507,2015,2019,PNC,PNC
PNC - 2016,PNC - 2019,0.79860086339741,2016,2019,PNC,PNC
PNC - 2017,PNC - 2019,0.94796321954149,2017,2019,PNC,PNC
PNC - 2018,PNC - 2019,0.99154801356415,2018,2019,PNC,PNC
ADS - 2016,PNC - 2020,0.59988534580367,2016,2020,ADS,PNC
ADS - 2017,PNC - 2020,0.86501508784493,2017,2020,ADS,PNC
ADS - 2018,PNC - 2020,0.8615454457113,2018,2020,ADS,PNC
ADS - 2019,PNC - 2020,0.87347103119801,2019,2020,ADS,PNC
ADS - 2020,PNC - 2020,0.86485875312086,2020,2020,ADS,PNC
ADS - 2021,PNC - 2020,0.86273153300462,2021,2020,ADS,PNC
AES - 2015,PNC - 2020,0.75110186401682,2015,2020,AES,PNC
AES - 2016,PNC - 2020,0.75427818424973,2016,2020,AES,PNC
AES - 2017,PNC - 2020,0.78703926823546,2017,2020,AES,PNC
AES - 2018,PNC - 2020,0.79024591927414,2018,2020,AES,PNC
AES - 2019,PNC - 2020,0.77761799413172,2019,2020,AES,PNC
AES - 2020,PNC - 2020,0.76390666527044,2020,2020,AES,PNC
AES - 2021,PNC - 2020,0.77625083722442,2021,2020,AES,PNC
ALLY - 2015,PNC - 2020,0.64623642161962,2015,2020,ALLY,PNC
ALLY - 2016,PNC - 2020,0.69762675298763,2016,2020,ALLY,PNC
ALLY - 2017,PNC - 2020,0.83037657660288,2017,2020,ALLY,PNC
ALLY - 2018,PNC - 2020,0.8401501726417,2018,2020,ALLY,PNC
ALLY - 2019,PNC - 2020,0.83705580507498,2019,2020,ALLY,PNC
ALLY - 2020,PNC - 2020,0.83147740612561,2020,2020,ALLY,PNC
ALLY - 2021,PNC - 2020,0.83268617429969,2021,2020,ALLY,PNC
AXP - 2015,PNC - 2020,0.7996804948037,2015,2020,AXP,PNC
AXP - 2016,PNC - 2020,0.69732225882268,2016,2020,AXP,PNC
AXP - 2017,PNC - 2020,0.83573898720581,2017,2020,AXP,PNC
AXP - 2018,PNC - 2020,0.82904948898362,2018,2020,AXP,PNC
AXP - 2019,PNC - 2020,0.8259611761171,2019,2020,AXP,PNC
AXP - 2020,PNC - 2020,0.84415029273078,2020,2020,AXP,PNC
AXP - 2021,PNC - 2020,0.84149337635526,2021,2020,AXP,PNC
BAC - 2015,PNC - 2020,0.8293045662231,2015,2020,BAC,PNC
BAC - 2016,PNC - 2020,0.80530727404511,2016,2020,BAC,PNC
BAC - 2017,PNC - 2020,0.89263089073439,2017,2020,BAC,PNC
BAC - 2018,PNC - 2020,0.8971641480937,2018,2020,BAC,PNC
BAC - 2019,PNC - 2020,0.89758433820798,2019,2020,BAC,PNC
BAC - 2020,PNC - 2020,0.89697159810387,2020,2020,BAC,PNC
BAC - 2021,PNC - 2020,0.89809518306413,2021,2020,BAC,PNC
C - 2015,PNC - 2020,0.80946373288464,2015,2020,C,PNC
C - 2016,PNC - 2020,0.82938231317967,2016,2020,C,PNC
C - 2017,PNC - 2020,0.86657172675663,2017,2020,C,PNC
C - 2018,PNC - 2020,0.8735950167282,2018,2020,C,PNC
C - 2019,PNC - 2020,0.87027237987068,2019,2020,C,PNC
C - 2020,PNC - 2020,0.86651003989573006,2020,2020,C,PNC
C - 2021,PNC - 2020,0.88185897587266,2021,2020,C,PNC
COF - 2015,PNC - 2020,0.82916496146359,2015,2020,COF,PNC
COF - 2016,PNC - 2020,0.79764684159525,2016,2020,COF,PNC
COF - 2017,PNC - 2020,0.8476209437356,2017,2020,COF,PNC
COF - 2018,PNC - 2020,0.8428600656996,2018,2020,COF,PNC
COF - 2019,PNC - 2020,0.83294177849242,2019,2020,COF,PNC
COF - 2020,PNC - 2020,0.82995687649742,2020,2020,COF,PNC
COF - 2021,PNC - 2020,0.83065458334551,2021,2020,COF,PNC
DFS - 2015,PNC - 2020,0.76653932847895,2015,2020,DFS,PNC
DFS - 2016,PNC - 2020,0.75564233692796,2016,2020,DFS,PNC
DFS - 2017,PNC - 2020,0.83655946761961,2017,2020,DFS,PNC
DFS - 2018,PNC - 2020,0.84690965434988,2018,2020,DFS,PNC
DFS - 2019,PNC - 2020,0.83799322532517,2019,2020,DFS,PNC
DFS - 2020,PNC - 2020,0.84795687818271,2020,2020,DFS,PNC
DFS - 2021,PNC - 2020,0.84537130427406,2021,2020,DFS,PNC
ECPG - 2015,PNC - 2020,0.79326723874135,2015,2020,ECPG,PNC
ECPG - 2016,PNC - 2020,0.78865767440836,2016,2020,ECPG,PNC
ECPG - 2017,PNC - 2020,0.81290068482387,2017,2020,ECPG,PNC
ECPG - 2018,PNC - 2020,0.8273224467841,2018,2020,ECPG,PNC
ECPG - 2019,PNC - 2020,0.8178933453387,2019,2020,ECPG,PNC
ECPG - 2020,PNC - 2020,0.81137934318019,2020,2020,ECPG,PNC
ECPG - 2021,PNC - 2020,0.77137859942982,2021,2020,ECPG,PNC
EFX - 2015,PNC - 2020,0.67993397009683,2015,2020,EFX,PNC
EFX - 2016,PNC - 2020,0.70673004261664,2016,2020,EFX,PNC
EFX - 2017,PNC - 2020,0.8000341842164,2017,2020,EFX,PNC
EFX - 2018,PNC - 2020,0.81479734163038,2018,2020,EFX,PNC
EFX - 2019,PNC - 2020,0.80836537530285,2019,2020,EFX,PNC
EFX - 2020,PNC - 2020,0.81523596570598,2020,2020,EFX,PNC
EFX - 2021,PNC - 2020,0.7883863645562,2021,2020,EFX,PNC
EXPGY - 2015,PNC - 2020,0.50234031204315,2015,2020,EXPGY,PNC
EXPGY - 2016,PNC - 2020,0.71520253824132,2016,2020,EXPGY,PNC
EXPGY - 2017,PNC - 2020,0.8024265496823,2017,2020,EXPGY,PNC
EXPGY - 2018,PNC - 2020,0.81555239044945,2018,2020,EXPGY,PNC
EXPGY - 2019,PNC - 2020,0.81224298677164,2019,2020,EXPGY,PNC
EXPGY - 2020,PNC - 2020,0.81851525463401,2020,2020,EXPGY,PNC
EXPGY - 2021,PNC - 2020,0.81806522958813,2021,2020,EXPGY,PNC
JPM - 2015,PNC - 2020,0.81723565214514,2015,2020,JPM,PNC
JPM - 2016,PNC - 2020,0.80302065424637,2016,2020,JPM,PNC
JPM - 2017,PNC - 2020,0.85989650475611,2017,2020,JPM,PNC
JPM - 2018,PNC - 2020,0.8628295894551,2018,2020,JPM,PNC
JPM - 2019,PNC - 2020,0.8624921300893,2019,2020,JPM,PNC
JPM - 2020,PNC - 2020,0.8626705468258,2020,2020,JPM,PNC
JPM - 2021,PNC - 2020,0.87143153553461,2021,2020,JPM,PNC
"NAVI - 2015",PNC - 2020,0.75636157176698,2015,2020,"NAVI",PNC
"NAVI - 2016",PNC - 2020,0.74672395853058,2016,2020,"NAVI",PNC
"NAVI - 2017",PNC - 2020,0.73266224995599,2017,2020,"NAVI",PNC
"NAVI - 2018",PNC - 2020,0.76154220374642,2018,2020,"NAVI",PNC
"NAVI - 2019",PNC - 2020,0.74684922557377,2019,2020,"NAVI",PNC
"NAVI - 2020",PNC - 2020,0.75812669646571,2020,2020,"NAVI",PNC
"NAVI - 2021",PNC - 2020,0.77558818026959,2021,2020,"NAVI",PNC
NSM - 2015,PNC - 2020,0.76262377471060006,2015,2020,NSM,PNC
NSM - 2016,PNC - 2020,0.73020680510245,2016,2020,NSM,PNC
NSM - 2017,PNC - 2020,0.77616275214131,2017,2020,NSM,PNC
NSM - 2018,PNC - 2020,0.78561626884225,2018,2020,NSM,PNC
NSM - 2019,PNC - 2020,0.78474751770363,2019,2020,NSM,PNC
NSM - 2020,PNC - 2020,0.79445185234927,2020,2020,NSM,PNC
NSM - 2021,PNC - 2020,0.79137151595644,2021,2020,NSM,PNC
OCN - 2015,PNC - 2020,0.77237855307539,2015,2020,OCN,PNC
OCN - 2016,PNC - 2020,0.74911074658193,2016,2020,OCN,PNC
OCN - 2017,PNC - 2020,0.79086450215992,2017,2020,OCN,PNC
OCN - 2018,PNC - 2020,0.80141037924036,2018,2020,OCN,PNC
OCN - 2019,PNC - 2020,0.79172188150707,2019,2020,OCN,PNC
OCN - 2020,PNC - 2020,0.77806170891477,2020,2020,OCN,PNC
OCN - 2021,PNC - 2020,0.77512891820013,2021,2020,OCN,PNC
PNC - 2015,PNC - 2020,0.83652027411944,2015,2020,PNC,PNC
PNC - 2016,PNC - 2020,0.81672975644973,2016,2020,PNC,PNC
PNC - 2017,PNC - 2020,0.95234851382631,2017,2020,PNC,PNC
PNC - 2018,PNC - 2020,0.97018752656646,2018,2020,PNC,PNC
PNC - 2019,PNC - 2020,0.97127727563715,2019,2020,PNC,PNC
ADS - 2016,PNC - 2021,0.64055292787028,2016,2021,ADS,PNC
ADS - 2017,PNC - 2021,0.92420634440572,2017,2021,ADS,PNC
ADS - 2018,PNC - 2021,0.93158974489935,2018,2021,ADS,PNC
ADS - 2019,PNC - 2021,0.93651590706219,2019,2021,ADS,PNC
ADS - 2020,PNC - 2021,0.92415048910534,2020,2021,ADS,PNC
ADS - 2021,PNC - 2021,0.92216793506026,2021,2021,ADS,PNC
AES - 2015,PNC - 2021,0.80055409786899,2015,2021,AES,PNC
AES - 2016,PNC - 2021,0.80200636697575,2016,2021,AES,PNC
AES - 2017,PNC - 2021,0.84766865809595,2017,2021,AES,PNC
AES - 2018,PNC - 2021,0.85968825193125,2018,2021,AES,PNC
AES - 2019,PNC - 2021,0.84308018634603,2019,2021,AES,PNC
AES - 2020,PNC - 2021,0.82842475545134,2020,2021,AES,PNC
AES - 2021,PNC - 2021,0.84554473315553,2021,2021,AES,PNC
ALLY - 2015,PNC - 2021,0.68582521695073,2015,2021,ALLY,PNC
ALLY - 2016,PNC - 2021,0.75009027636583,2016,2021,ALLY,PNC
ALLY - 2017,PNC - 2021,0.90029480314684,2017,2021,ALLY,PNC
ALLY - 2018,PNC - 2021,0.91063879430365,2018,2021,ALLY,PNC
ALLY - 2019,PNC - 2021,0.9036414724204,2019,2021,ALLY,PNC
ALLY - 2020,PNC - 2021,0.89331246334859,2020,2021,ALLY,PNC
ALLY - 2021,PNC - 2021,0.90012688369351,2021,2021,ALLY,PNC
AXP - 2015,PNC - 2021,0.8553903178799,2015,2021,AXP,PNC
AXP - 2016,PNC - 2021,0.72649986391254,2016,2021,AXP,PNC
AXP - 2017,PNC - 2021,0.8981099160471,2017,2021,AXP,PNC
AXP - 2018,PNC - 2021,0.89759530662505,2018,2021,AXP,PNC
AXP - 2019,PNC - 2021,0.88563163469449,2019,2021,AXP,PNC
AXP - 2020,PNC - 2021,0.90213714202222,2020,2021,AXP,PNC
AXP - 2021,PNC - 2021,0.90259269584871,2021,2021,AXP,PNC
BAC - 2015,PNC - 2021,0.88604718783727,2015,2021,BAC,PNC
BAC - 2016,PNC - 2021,0.86404633767384,2016,2021,BAC,PNC
BAC - 2017,PNC - 2021,0.94092064781993,2017,2021,BAC,PNC
BAC - 2018,PNC - 2021,0.94836105030005,2018,2021,BAC,PNC
BAC - 2019,PNC - 2021,0.94772406237493,2019,2021,BAC,PNC
BAC - 2020,PNC - 2021,0.94450631665852,2020,2021,BAC,PNC
BAC - 2021,PNC - 2021,0.94970164021927,2021,2021,BAC,PNC
C - 2015,PNC - 2021,0.86494576902053,2015,2021,C,PNC
C - 2016,PNC - 2021,0.8844028141348,2016,2021,C,PNC
C - 2017,PNC - 2021,0.92561421604508,2017,2021,C,PNC
C - 2018,PNC - 2021,0.93650633212593,2018,2021,C,PNC
C - 2019,PNC - 2021,0.93305890499568,2019,2021,C,PNC
C - 2020,PNC - 2021,0.92577718506806,2020,2021,C,PNC
C - 2021,PNC - 2021,0.94032645917734,2021,2021,C,PNC
COF - 2015,PNC - 2021,0.88342184276901,2015,2021,COF,PNC
COF - 2016,PNC - 2021,0.85388543985136,2016,2021,COF,PNC
COF - 2017,PNC - 2021,0.90291385016852,2017,2021,COF,PNC
COF - 2018,PNC - 2021,0.90537574718853,2018,2021,COF,PNC
COF - 2019,PNC - 2021,0.89413793583673,2019,2021,COF,PNC
COF - 2020,PNC - 2021,0.8872993121741,2020,2021,COF,PNC
COF - 2021,PNC - 2021,0.88877302128105,2021,2021,COF,PNC
DFS - 2015,PNC - 2021,0.82107806260239,2015,2021,DFS,PNC
DFS - 2016,PNC - 2021,0.80556261865244,2016,2021,DFS,PNC
DFS - 2017,PNC - 2021,0.89936556385632,2017,2021,DFS,PNC
DFS - 2018,PNC - 2021,0.91152010010751,2018,2021,DFS,PNC
DFS - 2019,PNC - 2021,0.90092915308759,2019,2021,DFS,PNC
DFS - 2020,PNC - 2021,0.90523824903669,2020,2021,DFS,PNC
DFS - 2021,PNC - 2021,0.90750859700221,2021,2021,DFS,PNC
ECPG - 2015,PNC - 2021,0.85039132322884,2015,2021,ECPG,PNC
ECPG - 2016,PNC - 2021,0.84247740016431,2016,2021,ECPG,PNC
ECPG - 2017,PNC - 2021,0.87429664659257,2017,2021,ECPG,PNC
ECPG - 2018,PNC - 2021,0.89400349558453,2018,2021,ECPG,PNC
ECPG - 2019,PNC - 2021,0.88377379534225,2019,2021,ECPG,PNC
ECPG - 2020,PNC - 2021,0.87132776172875,2020,2021,ECPG,PNC
ECPG - 2021,PNC - 2021,0.83285451448354,2021,2021,ECPG,PNC
EFX - 2015,PNC - 2021,0.73822445072868,2015,2021,EFX,PNC
EFX - 2016,PNC - 2021,0.76418750747199,2016,2021,EFX,PNC
EFX - 2017,PNC - 2021,0.86969928650852,2017,2021,EFX,PNC
EFX - 2018,PNC - 2021,0.88899838504062,2018,2021,EFX,PNC
EFX - 2019,PNC - 2021,0.87814678605277,2019,2021,EFX,PNC
EFX - 2020,PNC - 2021,0.88289215452052,2020,2021,EFX,PNC
EFX - 2021,PNC - 2021,0.85756429514693,2021,2021,EFX,PNC
EXPGY - 2015,PNC - 2021,0.54791914625925,2015,2021,EXPGY,PNC
EXPGY - 2016,PNC - 2021,0.7738966864861,2016,2021,EXPGY,PNC
EXPGY - 2017,PNC - 2021,0.87293307713469,2017,2021,EXPGY,PNC
EXPGY - 2018,PNC - 2021,0.88936288866333,2018,2021,EXPGY,PNC
EXPGY - 2019,PNC - 2021,0.8822221108584,2019,2021,EXPGY,PNC
EXPGY - 2020,PNC - 2021,0.8855022422425,2020,2021,EXPGY,PNC
EXPGY - 2021,PNC - 2021,0.88705983926762,2021,2021,EXPGY,PNC
JPM - 2015,PNC - 2021,0.86977180397011,2015,2021,JPM,PNC
JPM - 2016,PNC - 2021,0.85807036872492,2016,2021,JPM,PNC
JPM - 2017,PNC - 2021,0.91755323135418,2017,2021,JPM,PNC
JPM - 2018,PNC - 2021,0.92300500486797,2018,2021,JPM,PNC
JPM - 2019,PNC - 2021,0.92090437097051,2019,2021,JPM,PNC
JPM - 2020,PNC - 2021,0.91611595234124,2020,2021,JPM,PNC
JPM - 2021,PNC - 2021,0.93002460161271,2021,2021,JPM,PNC
"NAVI - 2015",PNC - 2021,0.80283420859534,2015,2021,"NAVI",PNC
"NAVI - 2016",PNC - 2021,0.79348846152334,2016,2021,"NAVI",PNC
"NAVI - 2017",PNC - 2021,0.77954843743691,2017,2021,"NAVI",PNC
"NAVI - 2018",PNC - 2021,0.81854007949605,2018,2021,"NAVI",PNC
"NAVI - 2019",PNC - 2021,0.80162265239559,2019,2021,"NAVI",PNC
"NAVI - 2020",PNC - 2021,0.81284519204597006,2020,2021,"NAVI",PNC
"NAVI - 2021",PNC - 2021,0.83261386156406,2021,2021,"NAVI",PNC
NSM - 2015,PNC - 2021,0.82203461391716,2015,2021,NSM,PNC
NSM - 2016,PNC - 2021,0.79138698031251,2016,2021,NSM,PNC
NSM - 2017,PNC - 2021,0.84747161877288,2017,2021,NSM,PNC
NSM - 2018,PNC - 2021,0.85955219391457,2018,2021,NSM,PNC
NSM - 2019,PNC - 2021,0.86388105332381,2019,2021,NSM,PNC
NSM - 2020,PNC - 2021,0.86826976500715,2020,2021,NSM,PNC
NSM - 2021,PNC - 2021,0.86582885787328,2021,2021,NSM,PNC
OCN - 2015,PNC - 2021,0.84089963470111,2015,2021,OCN,PNC
OCN - 2016,PNC - 2021,0.81124648798944,2016,2021,OCN,PNC
OCN - 2017,PNC - 2021,0.86034500548952,2017,2021,OCN,PNC
OCN - 2018,PNC - 2021,0.87636635904989,2018,2021,OCN,PNC
OCN - 2019,PNC - 2021,0.86512917672815,2019,2021,OCN,PNC
OCN - 2020,PNC - 2021,0.85716852724413,2020,2021,OCN,PNC
OCN - 2021,PNC - 2021,0.84901841217852,2021,2021,OCN,PNC
PNC - 2015,PNC - 2021,0.85224762189589,2015,2021,PNC,PNC
PNC - 2016,PNC - 2021,0.86680100498186,2016,2021,PNC,PNC
PNC - 2017,PNC - 2021,0.97227779958652,2017,2021,PNC,PNC
PNC - 2018,PNC - 2021,0.98601702307217,2018,2021,PNC,PNC
PNC - 2019,PNC - 2021,0.97950374923765,2019,2021,PNC,PNC
PNC - 2020,PNC - 2021,0.9694993717287,2020,2021,PNC,PNC
ADS - 2016,PRAA - 2015,0.70806650264221,2016,2015,ADS,PRAA
ADS - 2017,PRAA - 2015,0.8852540426331,2017,2015,ADS,PRAA
ADS - 2018,PRAA - 2015,0.87966590623066,2018,2015,ADS,PRAA
ADS - 2019,PRAA - 2015,0.86217629730991,2019,2015,ADS,PRAA
ADS - 2020,PRAA - 2015,0.85190629994714,2020,2015,ADS,PRAA
ADS - 2021,PRAA - 2015,0.86380078911755,2021,2015,ADS,PRAA
AES - 2015,PRAA - 2015,0.7919862433872,2015,2015,AES,PRAA
AES - 2016,PRAA - 2015,0.78062253352549,2016,2015,AES,PRAA
AES - 2017,PRAA - 2015,0.79067600273683,2017,2015,AES,PRAA
AES - 2018,PRAA - 2015,0.77743389964256,2018,2015,AES,PRAA
AES - 2019,PRAA - 2015,0.76044735467632,2019,2015,AES,PRAA
AES - 2020,PRAA - 2015,0.73991171965198,2020,2015,AES,PRAA
AES - 2021,PRAA - 2015,0.78260644989421,2021,2015,AES,PRAA
ALLY - 2015,PRAA - 2015,0.78497608778142,2015,2015,ALLY,PRAA
ALLY - 2016,PRAA - 2015,0.83826254950156,2016,2015,ALLY,PRAA
ALLY - 2017,PRAA - 2015,0.85453689490321,2017,2015,ALLY,PRAA
ALLY - 2018,PRAA - 2015,0.83053440075093,2018,2015,ALLY,PRAA
ALLY - 2019,PRAA - 2015,0.82473615767512,2019,2015,ALLY,PRAA
ALLY - 2020,PRAA - 2015,0.81817226968785,2020,2015,ALLY,PRAA
ALLY - 2021,PRAA - 2015,0.858984882388,2021,2015,ALLY,PRAA
AXP - 2015,PRAA - 2015,0.90041411002811,2015,2015,AXP,PRAA
AXP - 2016,PRAA - 2015,0.81063624152152,2016,2015,AXP,PRAA
AXP - 2017,PRAA - 2015,0.83799571315858,2017,2015,AXP,PRAA
AXP - 2018,PRAA - 2015,0.80450114630459,2018,2015,AXP,PRAA
AXP - 2019,PRAA - 2015,0.80247175267144,2019,2015,AXP,PRAA
AXP - 2020,PRAA - 2015,0.82660702933812,2020,2015,AXP,PRAA
AXP - 2021,PRAA - 2015,0.84005372520072,2021,2015,AXP,PRAA
BAC - 2015,PRAA - 2015,0.89419668480307,2015,2015,BAC,PRAA
BAC - 2016,PRAA - 2015,0.86419156119065,2016,2015,BAC,PRAA
BAC - 2017,PRAA - 2015,0.84669202275224,2017,2015,BAC,PRAA
BAC - 2018,PRAA - 2015,0.80609780927005,2018,2015,BAC,PRAA
BAC - 2019,PRAA - 2015,0.80559667778132,2019,2015,BAC,PRAA
BAC - 2020,PRAA - 2015,0.80635074456254,2020,2015,BAC,PRAA
BAC - 2021,PRAA - 2015,0.82830280153303,2021,2015,BAC,PRAA
C - 2015,PRAA - 2015,0.92541258672926,2015,2015,C,PRAA
C - 2016,PRAA - 2015,0.93614656252654,2016,2015,C,PRAA
C - 2017,PRAA - 2015,0.87812590758157,2017,2015,C,PRAA
C - 2018,PRAA - 2015,0.83652504907189,2018,2015,C,PRAA
C - 2019,PRAA - 2015,0.8320973686267,2019,2015,C,PRAA
C - 2020,PRAA - 2015,0.82397922433663,2020,2015,C,PRAA
C - 2021,PRAA - 2015,0.85107594489879,2021,2015,C,PRAA
COF - 2015,PRAA - 2015,0.93312904149784,2015,2015,COF,PRAA
COF - 2016,PRAA - 2015,0.92270568539963,2016,2015,COF,PRAA
COF - 2017,PRAA - 2015,0.86536031068597,2017,2015,COF,PRAA
COF - 2018,PRAA - 2015,0.82887157528021,2018,2015,COF,PRAA
COF - 2019,PRAA - 2015,0.81943850422798,2019,2015,COF,PRAA
COF - 2020,PRAA - 2015,0.81201009629913,2020,2015,COF,PRAA
COF - 2021,PRAA - 2015,0.84376087031384,2021,2015,COF,PRAA
DFS - 2015,PRAA - 2015,0.82383688726719,2015,2015,DFS,PRAA
DFS - 2016,PRAA - 2015,0.81754308762922,2016,2015,DFS,PRAA
DFS - 2017,PRAA - 2015,0.85941218694185,2017,2015,DFS,PRAA
DFS - 2018,PRAA - 2015,0.83340375659631,2018,2015,DFS,PRAA
DFS - 2019,PRAA - 2015,0.81928534850253,2019,2015,DFS,PRAA
DFS - 2020,PRAA - 2015,0.83756449409458,2020,2015,DFS,PRAA
DFS - 2021,PRAA - 2015,0.85985624145885,2021,2015,DFS,PRAA
ECPG - 2015,PRAA - 2015,0.93954060309712,2015,2015,ECPG,PRAA
ECPG - 2016,PRAA - 2015,0.93004612920543,2016,2015,ECPG,PRAA
ECPG - 2017,PRAA - 2015,0.93419557085561,2017,2015,ECPG,PRAA
ECPG - 2018,PRAA - 2015,0.92609021155914,2018,2015,ECPG,PRAA
ECPG - 2019,PRAA - 2015,0.92104711927459,2019,2015,ECPG,PRAA
ECPG - 2020,PRAA - 2015,0.91331932439764,2020,2015,ECPG,PRAA
ECPG - 2021,PRAA - 2015,0.90250155718689,2021,2015,ECPG,PRAA
EFX - 2015,PRAA - 2015,0.78216848665049,2015,2015,EFX,PRAA
EFX - 2016,PRAA - 2015,0.821759962795,2016,2015,EFX,PRAA
EFX - 2017,PRAA - 2015,0.86630585797206,2017,2015,EFX,PRAA
EFX - 2018,PRAA - 2015,0.86244776038489,2018,2015,EFX,PRAA
EFX - 2019,PRAA - 2015,0.86486098876837,2019,2015,EFX,PRAA
EFX - 2020,PRAA - 2015,0.86820878113057,2020,2015,EFX,PRAA
EFX - 2021,PRAA - 2015,0.84846416233233,2021,2015,EFX,PRAA
EXPGY - 2015,PRAA - 2015,0.55926408841082,2015,2015,EXPGY,PRAA
EXPGY - 2016,PRAA - 2015,0.82620747861984,2016,2015,EXPGY,PRAA
EXPGY - 2017,PRAA - 2015,0.86551489012586,2017,2015,EXPGY,PRAA
EXPGY - 2018,PRAA - 2015,0.86320959664365,2018,2015,EXPGY,PRAA
EXPGY - 2019,PRAA - 2015,0.86708597077129,2019,2015,EXPGY,PRAA
EXPGY - 2020,PRAA - 2015,0.86882990006586,2020,2015,EXPGY,PRAA
EXPGY - 2021,PRAA - 2015,0.87066006156736,2021,2015,EXPGY,PRAA
JPM - 2015,PRAA - 2015,0.90584418663521,2015,2015,JPM,PRAA
JPM - 2016,PRAA - 2015,0.88854370839992,2016,2015,JPM,PRAA
JPM - 2017,PRAA - 2015,0.84984030294035,2017,2015,JPM,PRAA
JPM - 2018,PRAA - 2015,0.81813548443239,2018,2015,JPM,PRAA
JPM - 2019,PRAA - 2015,0.80822189928941,2019,2015,JPM,PRAA
JPM - 2020,PRAA - 2015,0.80568295605277,2020,2015,JPM,PRAA
JPM - 2021,PRAA - 2015,0.83763069661206,2021,2015,JPM,PRAA
"NAVI - 2015",PRAA - 2015,0.81481482934123,2015,2015,"NAVI",PRAA
"NAVI - 2016",PRAA - 2015,0.79821538611033,2016,2015,"NAVI",PRAA
"NAVI - 2017",PRAA - 2015,0.75190971522603,2017,2015,"NAVI",PRAA
"NAVI - 2018",PRAA - 2015,0.75465157868267,2018,2015,"NAVI",PRAA
"NAVI - 2019",PRAA - 2015,0.75324110607068,2019,2015,"NAVI",PRAA
"NAVI - 2020",PRAA - 2015,0.76963229926635,2020,2015,"NAVI",PRAA
"NAVI - 2021",PRAA - 2015,0.8119227962869,2021,2015,"NAVI",PRAA
NSM - 2015,PRAA - 2015,0.84440746732874,2015,2015,NSM,PRAA
NSM - 2016,PRAA - 2015,0.8079838892407,2016,2015,NSM,PRAA
NSM - 2017,PRAA - 2015,0.83163331771952,2017,2015,NSM,PRAA
NSM - 2018,PRAA - 2015,0.82630919310007,2018,2015,NSM,PRAA
NSM - 2019,PRAA - 2015,0.79724023005407,2019,2015,NSM,PRAA
NSM - 2020,PRAA - 2015,0.82949629763266,2020,2015,NSM,PRAA
NSM - 2021,PRAA - 2015,0.83546459978456,2021,2015,NSM,PRAA
OCN - 2015,PRAA - 2015,0.84630418517867,2015,2015,OCN,PRAA
OCN - 2016,PRAA - 2015,0.81385329015553,2016,2015,OCN,PRAA
OCN - 2017,PRAA - 2015,0.82703222705372,2017,2015,OCN,PRAA
OCN - 2018,PRAA - 2015,0.83043620714043,2018,2015,OCN,PRAA
OCN - 2019,PRAA - 2015,0.804090854968,2019,2015,OCN,PRAA
OCN - 2020,PRAA - 2015,0.76419447477734,2020,2015,OCN,PRAA
OCN - 2021,PRAA - 2015,0.8419891945687,2021,2015,OCN,PRAA
PNC - 2015,PRAA - 2015,0.80195651156024,2015,2015,PNC,PRAA
PNC - 2016,PRAA - 2015,0.82933363353111,2016,2015,PNC,PRAA
PNC - 2017,PRAA - 2015,0.83228033344368,2017,2015,PNC,PRAA
PNC - 2018,PRAA - 2015,0.78763914553659,2018,2015,PNC,PRAA
PNC - 2019,PRAA - 2015,0.76676857483985,2019,2015,PNC,PRAA
PNC - 2020,PRAA - 2015,0.7709488088486,2020,2015,PNC,PRAA
PNC - 2021,PRAA - 2015,0.82461849958793,2021,2015,PNC,PRAA
ADS - 2016,PRAA - 2016,0.66718458988482,2016,2016,ADS,PRAA
ADS - 2017,PRAA - 2016,0.8826584461939,2017,2016,ADS,PRAA
ADS - 2018,PRAA - 2016,0.87086334098035,2018,2016,ADS,PRAA
ADS - 2019,PRAA - 2016,0.85281670439223,2019,2016,ADS,PRAA
ADS - 2020,PRAA - 2016,0.844393538895,2020,2016,ADS,PRAA
ADS - 2021,PRAA - 2016,0.86481217560291,2021,2016,ADS,PRAA
AES - 2015,PRAA - 2016,0.78956833549473,2015,2016,AES,PRAA
